mapname;zoneid;memo;noreturnondc;teleport;itemdrop;exploss;pvp;pvpnightmare;guildpvp;items;skill;deadbranches;flywings;butterflywings;turbotrack;noparty;noguild;weather
new_2-3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_2-4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_3-1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_3-2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_3-3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_3-4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_4-1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_4-2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_4-3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_4-4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_5-1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_5-2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_5-3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_5-4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
new_zone01;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
new_zone02;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
new_zone03;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
new_zone04;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
nguild_alde;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
nguild_gef;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
nguild_pay;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
nguild_prt;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
niflheim;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
nif_fild01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
nif_fild02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
nif_in;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
n_castle;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
odin_tem01;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
odin_tem02;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
odin_tem03;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
orcsdun01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
orcsdun02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ordeal_1-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_1-2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_1-3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_1-4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_2-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_2-2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_2-3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_2-4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_3-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_3-2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_3-3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_3-4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_a00;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ordeal_a02;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
payg_cas01;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
payg_cas02;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
payg_cas03;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
payg_cas04;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
payg_cas05;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
payon;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
payon_in01;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
payon_in02;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
payon_in03;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
pay_arche;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
pay_dun00;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_dun01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_dun02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_dun03;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_dun04;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild01;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild02;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild03;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild04;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild05;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild06;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild07;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild08;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild09;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild10;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_fild11;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pay_gld;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
poring_c01;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
poring_c02;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
priest_1-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
priest_2-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
priest_3-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
prontera;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
prtg_cas01;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
prtg_cas02;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
prtg_cas03;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
prtg_cas04;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
prtg_cas05;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
prt_are01;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
prt_are_in;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
prt_castle;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
prt_church;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
prt_fild00;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild01;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild02;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild03;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild04;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild05;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild06;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild07;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild08;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild09;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild10;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_fild11;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_gld;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_in;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
prt_maze01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_maze02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_maze03;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_monk;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
prt_sewb1;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_sewb2;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_sewb3;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
prt_sewb4;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
pvp_2vs2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_c_room;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
pvp_n_1-1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_1-2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_1-3;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_1-4;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_1-5;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_2-1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_2-2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_2-3;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_2-4;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_2-5;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_3-1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_3-2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_3-3;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_3-4;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_3-5;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_4-1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_4-2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_4-3;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_4-4;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_4-5;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_5-1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_5-2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_5-3;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_5-4;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_5-5;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_6-1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_6-2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_6-3;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_6-4;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_6-5;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_7-1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_7-2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_7-3;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_7-4;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_7-5;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_8-1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_8-2;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_8-3;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_8-4;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_8-5;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0
pvp_n_room;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
pvp_room;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
pvp_y_1-1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_1-2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_1-3;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_1-4;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_1-5;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_2-1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_2-2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_2-3;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_2-4;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_2-5;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_3-1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_3-2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_3-3;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_3-4;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_3-5;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_4-1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_4-2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_4-3;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_4-4;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_4-5;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_5-1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_5-2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_5-3;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_5-4;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_5-5;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_6-1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_6-2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_6-3;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_6-4;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_6-5;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_7-1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_7-2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_7-3;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_7-4;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_7-5;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_8-1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_8-2;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_8-3;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_8-4;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_8-5;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
pvp_y_room;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
p_track01;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
p_track02;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_bingo;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_god01;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_god02;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_hugel;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
que_job01;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_job02;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_job03;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_ng;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_rachel;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_san04;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
que_sign01;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_sign02;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
que_thor;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
quiz_00;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
quiz_01;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
quiz_02;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
quiz_test;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
rachel;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
ra_fild01;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild02;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild03;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild04;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild05;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild06;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild07;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild08;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild09;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild10;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild11;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild12;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_fild13;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_in01;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ra_san01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_san02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_san03;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_san04;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_san05;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ra_temin;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ra_temple;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
ra_temsky;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
sec_in01;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
sec_in02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
sec_pri;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
siege_test;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
sword_1-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
sword_2-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
sword_3-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
thana_boss;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
thana_step;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
tha_scene01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tha_t01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tha_t02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tha_t03;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tha_t04;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tha_t05;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tha_t06;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tha_t07;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
tha_t08;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
tha_t09;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
tha_t10;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
tha_t11;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
tha_t12;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
thor_camp;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
thor_v01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
thor_v02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
thor_v03;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
treasure01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
treasure02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
turbo_e_16;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
turbo_e_4;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
turbo_e_8;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
turbo_n_1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
turbo_n_16;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
turbo_n_4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
turbo_n_8;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
turbo_room;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
tur_dun01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tur_dun02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tur_dun03;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tur_dun04;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tur_dun05;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
tur_dun06;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
umbala;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
um_dun01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
um_dun02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
um_fild01;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
um_fild02;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
um_fild03;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
um_fild04;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
um_in;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
valkyrie;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
veins;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
ve_fild01;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ve_fild02;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ve_fild03;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ve_fild04;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ve_fild05;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ve_fild06;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ve_fild07;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
ve_in;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ve_in02;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
wizard_1-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
wizard_2-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
wizard_3-1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
xmas;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
xmas_dun01;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
xmas_dun02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
xmas_fild01;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
xmas_in;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
yggdrasil01;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
yuno;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0
yuno_fild01;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild02;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild03;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild04;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild05;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild06;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild07;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild08;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild09;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild10;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
yuno_fild11;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0
